,title,author_name,book_id,url,is_ebook,is_eng,num_pages,publication_year,publication_month,publication_day,average_rating,to_read,ratings_count,text_reviews_count,author_average_rating,author_ratings_count,author_text_reviews_count
329,If I Were Another: Poems,Mahmoud Darwish,6779855,https://www.goodreads.com/book/show/6779855-if-i-were-another,0,0,240.0,2009.0,10.0,27.0,4.44,150,68,6,4.15,40849,4712
333,In the Presence of Absence,Mahmoud Darwish,10796910,https://www.goodreads.com/book/show/10796910-in-the-presence-of-absence,0,1,171.0,2011.0,11.0,29.0,4.33,120,142,20,4.15,40849,4712
338,"Memory for Forgetfulness: August, Beirut, 1982",Mahmoud Darwish,142583,https://www.goodreads.com/book/show/142583.Memory_for_Forgetfulness,0,0,182.0,1995.0,3.0,20.0,4.16,5163,264,30,4.15,40849,4712
345,أرى ما أريد,Mahmoud Darwish,11776445,https://www.goodreads.com/book/show/11776445,0,0,92.0,1993.0,1.0,1.0,3.84,821,294,27,4.15,40849,4712
346,الأعمال الجديدة,Mahmoud Darwish,6652371,https://www.goodreads.com/book/show/6652371,0,0,686.0,2004.0,1.0,6.0,4.6,361,213,4,4.15,40849,4712
349,A River Dies of Thirst:,Mahmoud Darwish,16304782,https://www.goodreads.com/book/show/16304782-a-river-dies-of-thirst,1,0,202.0,2012.0,5.0,1.0,4.32,263,1,1,4.15,40849,4712
350,آخر الليل,Mahmoud Darwish,11958571,https://www.goodreads.com/book/show/11958571,0,0,90.0,1993.0,10.0,1.0,3.86,164,313,59,4.15,40849,4712
355,A River Dies of Thirst: journals,Mahmoud Darwish,6605134,https://www.goodreads.com/book/show/6605134-a-river-dies-of-thirst,0,0,153.0,2009.0,9.0,1.0,4.32,263,102,15,4.15,40849,4712
358,لا أريد لهذي القصيدة أن تنتهي,Mahmoud Darwish,7117551,https://www.goodreads.com/book/show/7117551,0,0,157.0,2009.0,3.0,30.0,4.2,3940,2086,229,4.15,40849,4712
366,لا أريد لهذي القصيدة أن تنتهي,Mahmoud Darwish,9123966,https://www.goodreads.com/book/show/9123966,0,0,160.0,2009.0,3.0,2.0,4.2,3941,100,17,4.15,40849,4712
368,Almond Blossoms and Beyond,Mahmoud Darwish,6249461,https://www.goodreads.com/book/show/6249461-almond-blossoms-and-beyond,0,1,95.0,2009.0,7.0,1.0,4.1,100,97,15,4.15,40849,4712
372,حبيبتي تنهض من نومها,Mahmoud Darwish,10052866,https://www.goodreads.com/book/show/10052866,0,0,60.0,1993.0,1.0,1.0,3.65,389,269,39,4.15,40849,4712
380,Journal of an Ordinary Grief,Mahmoud Darwish,8679315,https://www.goodreads.com/book/show/8679315-journal-of-an-ordinary-grief,0,1,175.0,2010.0,11.0,30.0,4.28,1817,70,13,4.15,40849,4712
388,Mural,Mahmoud Darwish,6413281,https://www.goodreads.com/book/show/6413281-mural,0,0,69.0,2009.0,10.0,13.0,4.32,6318,54,8,4.15,40849,4712
406,The Butterfly's Burden,Mahmoud Darwish,1347861,https://www.goodreads.com/book/show/1347861.The_Butterfly_s_Burden,0,1,344.0,2008.0,6.0,1.0,4.07,5632,11,1,4.15,40849,4712
411,Cornflakes: Poems,James Stevenson,2067880,https://www.goodreads.com/book/show/2067880.Cornflakes,0,0,56.0,2000.0,3.0,1.0,3.71,12,34,14,3.99,23636,1737
412,Corn-Fed,James Stevenson,1299316,https://www.goodreads.com/book/show/1299316.Corn_Fed,0,0,48.0,2002.0,2.0,19.0,3.84,5,18,5,3.99,23636,1737
413,Sweet Corn: Poems,James Stevenson,669395,https://www.goodreads.com/book/show/669395.Sweet_Corn,0,0,64.0,1999.0,8.0,23.0,3.97,26,31,8,3.99,23636,1737
414,Just Around the Corner: Poems,James Stevenson,686266,https://www.goodreads.com/book/show/686266.Just_Around_the_Corner,0,0,56.0,2001.0,2.0,20.0,4.05,8,17,4,3.99,23636,1737
415,Candy Corn: Poems,James Stevenson,768033,https://www.goodreads.com/book/show/768033.Candy_Corn,0,0,56.0,1999.0,3.0,2.0,3.54,18,57,16,3.99,23636,1737
416,Popcorn: Poems,James Stevenson,315848,https://www.goodreads.com/book/show/315848.Popcorn,0,0,64.0,1998.0,4.0,14.0,3.71,18,64,14,3.99,23636,1737
417,Corn Chowder: Poems,James Stevenson,3005436,https://www.goodreads.com/book/show/3005436-corn-chowder,0,0,48.0,2003.0,5.0,1.0,3.56,8,23,7,3.99,23636,1737
418,God Hunger,Michael Ryan,213181,https://www.goodreads.com/book/show/213181.God_Hunger,0,0,96.0,1990.0,8.0,1.0,3.88,11,20,2,3.59,268,42
419,Threats Instead of Trees,Michael Ryan,3068737,https://www.goodreads.com/book/show/3068737-threats-instead-of-trees,0,0,66.0,1974.0,1.0,1.0,4.11,10,9,3,3.59,268,42
421,Auden: Poems,W.H. Auden,152532,https://www.goodreads.com/book/show/152532.Auden,0,1,256.0,1995.0,5.0,10.0,4.25,433,423,30,4.13,24480,1323
422,Collected Poems,W.H. Auden,152530,https://www.goodreads.com/book/show/152530.Collected_Poems,0,0,976.0,2007.0,2.0,13.0,4.26,4486,139,7,4.13,24480,1323
423,The Dyer's Hand,W.H. Auden,152535,https://www.goodreads.com/book/show/152535.The_Dyer_s_Hand,0,0,544.0,1990.0,2.0,19.0,4.28,616,254,11,4.13,24480,1323
424,Collected Longer Poems,W.H. Auden,15929363,https://www.goodreads.com/book/show/15929363-collected-longer-poems,0,0,356.0,2012.0,6.0,21.0,4.21,27,8,1,4.13,24480,1323
425,The Voice of the Poet: W.H. Auden,W.H. Auden,152531,https://www.goodreads.com/book/show/152531.The_Voice_of_the_Poet,0,1,23.0,2004.0,3.0,16.0,4.55,41,30,4,4.13,24480,1323
427,Tell me the truth about love: ten poems,W.H. Auden,2049666,https://www.goodreads.com/book/show/2049666.Tell_me_the_truth_about_love,0,1,30.0,1994.0,1.0,1.0,4.08,813,17,3,4.13,24480,1323
429,For the Time Being: A Christmas Oratorio,W.H. Auden,17071587,https://www.goodreads.com/book/show/17071587-for-the-time-being,0,0,136.0,2013.0,5.0,26.0,4.4,79,67,14,4.13,24480,1323
430,"The English Auden: Poems, Essays and Dramatic Writings, 1927-1939",W.H. Auden,1855109,https://www.goodreads.com/book/show/1855109.The_English_Auden,0,0,492.0,1988.0,8.0,1.0,4.49,30,39,3,4.13,24480,1323
433,The Orators: An English Study,W.H. Auden,3142676,https://www.goodreads.com/book/show/3142676-the-orators,0,0,116.0,1932.0,12.0,1.0,2.75,10,7,3,4.13,24480,1323
435,Selected Poems,W.H. Auden,65349,https://www.goodreads.com/book/show/65349.Selected_Poems,0,0,352.0,1979.0,2.0,12.0,4.19,5274,5471,60,4.13,24480,1323
440,"Thank You, Fog",W.H. Auden,759726,https://www.goodreads.com/book/show/759726.Thank_You_Fog,0,0,61.0,1974.0,10.0,12.0,3.87,35,56,4,4.13,24480,1323
441,Selected Poems,W.H. Auden,7433218,https://www.goodreads.com/book/show/7433218-selected-poems,0,1,376.0,2009.0,6.0,4.0,4.19,5274,54,5,4.13,24480,1323
442,The Sea and the Mirror,W.H. Auden,235730,https://www.goodreads.com/book/show/235730.The_Sea_and_the_Mirror,0,1,106.0,2005.0,10.0,2.0,4.21,176,136,14,4.13,24480,1323
444,Selected Poems,W.H. Auden,20704,https://www.goodreads.com/book/show/20704.Selected_Poems,0,0,384.0,2007.0,2.0,13.0,4.19,5275,271,14,4.13,24480,1323
446,Tell Me the Truth About Love: Ten Poems,W.H. Auden,138717,https://www.goodreads.com/book/show/138717.Tell_Me_the_Truth_About_Love,0,0,36.0,1994.0,6.0,7.0,4.08,813,34,8,4.13,24480,1323
447,W. H. Auden,W.H. Auden,382613,https://www.goodreads.com/book/show/382613.W_H_Auden,0,1,98.0,2005.0,4.0,7.0,4.19,5275,69,5,4.13,24480,1323
448,Tell Me the Truth about Love,W.H. Auden,305154,https://www.goodreads.com/book/show/305154.Tell_Me_the_Truth_about_Love,0,1,33.0,1999.0,10.0,4.0,4.08,813,463,27,4.13,24480,1323
451,A Certain World: A Commonplace Book,W.H. Auden,1046813,https://www.goodreads.com/book/show/1046813.A_Certain_World,0,0,438.0,1970.0,6.0,26.0,3.92,122,37,5,4.13,24480,1323
452,The Age of Anxiety: A Baroque Eclogue,W.H. Auden,9757482,https://www.goodreads.com/book/show/9757482-the-age-of-anxiety,0,0,216.0,2011.0,2.0,27.0,4.13,471,134,27,4.13,24480,1323
453,"The Enchafèd Flood, Or, The Romantic Iconography Of The Sea",W.H. Auden,667788,https://www.goodreads.com/book/show/667788.The_Enchaf_d_Flood_Or_The_Romantic_Iconography_Of_The_Sea,0,0,128.0,1985.0,9.0,2.0,4.15,19,6,1,4.13,24480,1323
454,"As I Walked Out One Evening: Songs, Ballads, Lullabies, Limericks & Other Light Verse",W.H. Auden,969710,https://www.goodreads.com/book/show/969710.As_I_Walked_Out_One_Evening,0,0,240.0,1995.0,8.0,8.0,4.27,289,250,19,4.13,24480,1323
455,Selected Poems of W.H Auden,W.H. Auden,982532,https://www.goodreads.com/book/show/982532.Selected_Poems_of_W_H_Auden,0,0,315.0,1990.0,1.0,16.0,4.19,5275,56,5,4.13,24480,1323
459,"Juvenilia: Poems, 1922-1928",W.H. Auden,399952,https://www.goodreads.com/book/show/399952.Juvenilia,0,0,281.0,2003.0,1.0,26.0,4.1,15,6,1,4.13,24480,1323
463,Un altro tempo,W.H. Auden,9700483,https://www.goodreads.com/book/show/9700483-un-altro-tempo,0,0,216.0,1997.0,10.0,1.0,4.33,170,16,1,4.13,24480,1323
465,Collected Poems,W.H. Auden,321538,https://www.goodreads.com/book/show/321538.Collected_Poems,0,1,960.0,1991.0,4.0,23.0,4.26,4488,5180,62,4.13,24480,1323
468,Inherit the Wind,Jerome Lawrence,861934,https://www.goodreads.com/book/show/861934.Inherit_the_Wind,0,1,89.0,1963.0,12.0,1.0,3.96,148,39,3,3.95,20614,825
469,Inherit the Wind,Jerome Lawrence,1975052,https://www.goodreads.com/book/show/1975052.Inherit_the_Wind,0,1,115.0,1982.0,6.0,1.0,3.96,149,10,2,3.95,20614,825
473,Inherit the Wind,Jerome Lawrence,253264,https://www.goodreads.com/book/show/253264.Inherit_the_Wind,0,1,144.0,2007.0,3.0,20.0,3.96,149,16708,540,3.95,20614,825
478,Tres mujeres,Sylvia Plath,18668883,https://www.goodreads.com/book/show/18668883-tres-mujeres,0,0,104.0,2013.0,10.0,14.0,4.23,192,146,17,4.02,559641,19964
481,Crossing the Water,Sylvia Plath,295148,https://www.goodreads.com/book/show/295148.Crossing_the_Water,0,0,64.0,1980.0,5.0,9.0,4.14,283,1405,48,4.02,559641,19964
483,Ariel,Sylvia Plath,18046427,https://www.goodreads.com/book/show/18046427-ariel,0,0,96.0,2013.0,11.0,7.0,4.23,41761,57,9,4.02,559641,19964
485,أكثر من طريقة لائقة للغرق,Sylvia Plath,7372927,https://www.goodreads.com/book/show/7372927,0,0,142.0,2009.0,7.0,22.0,3.02,1057,447,142,4.02,559641,19964
487,Ariel,Sylvia Plath,395090,https://www.goodreads.com/book/show/395090.Ariel,0,1,105.0,1999.0,2.0,3.0,4.23,41761,36837,795,4.02,559641,19964
492,Ariel,Sylvia Plath,997942,https://www.goodreads.com/book/show/997942.Ariel,0,0,176.0,1993.0,1.0,1.0,4.23,41761,12,3,4.02,559641,19964
496,Ariel: The Restored Edition,Sylvia Plath,11625,https://www.goodreads.com/book/show/11625.Ariel,0,0,256.0,2005.0,10.0,25.0,4.31,2592,2643,184,4.02,559641,19964
497,"Johnny Panic and the Bible of Dreams: Short Stories, Prose and Diary Excerpts",Sylvia Plath,11628,https://www.goodreads.com/book/show/11628.Johnny_Panic_and_the_Bible_of_Dreams,0,0,336.0,2000.0,3.0,1.0,3.95,592,2939,92,4.02,559641,19964
498,Sylvia Plath: Poems,Sylvia Plath,1070136,https://www.goodreads.com/book/show/1070136.Sylvia_Plath,0,0,71.0,2004.0,1.0,22.0,4.13,912,120,10,4.02,559641,19964
499,Άριελ: Η αποκαταστημένη έκδοση,Sylvia Plath,17332936,https://www.goodreads.com/book/show/17332936,0,0,231.0,2012.0,12.0,16.0,4.3,2595,12,2,4.02,559641,19964
500,Ariel,Sylvia Plath,7928877,https://www.goodreads.com/book/show/7928877-ariel,0,1,81.0,2010.0,5.0,6.0,4.23,41761,755,107,4.02,559641,19964
505,The Colossus,Sylvia Plath,3231038,https://www.goodreads.com/book/show/3231038-the-colossus,0,1,79.0,2008.0,4.0,3.0,4.19,10390,137,17,4.02,559641,19964
507,26 poesie,Sylvia Plath,9270081,https://www.goodreads.com/book/show/9270081-26-poesie,0,0,68.0,1998.0,1.0,1.0,4.71,6,7,1,4.02,559641,19964
510,"Ariel: The Restored Edition: A Facsimile Of Plath's Manuscript, Reinstating Her Original Selection And Arrangement",Sylvia Plath,531859,https://www.goodreads.com/book/show/531859.Ariel,0,0,224.0,2007.0,4.0,5.0,4.3,2598,47,6,4.02,559641,19964
512,Plath: Poems,Sylvia Plath,11633,https://www.goodreads.com/book/show/11633.Plath,0,0,256.0,1998.0,10.0,13.0,4.25,1261,1281,53,4.02,559641,19964
525,Sylvia Plath: Poems chosen by Carol Ann Duffy,Sylvia Plath,16645619,https://www.goodreads.com/book/show/16645619-sylvia-plath,0,1,150.0,2012.0,10.0,1.0,3.94,40,131,13,4.02,559641,19964
528,Winter Trees,Sylvia Plath,1450369,https://www.goodreads.com/book/show/1450369.Winter_Trees,0,0,64.0,1972.0,1.0,1.0,4.07,938,62,5,4.02,559641,19964
533,Johnny Panic and the Bible of Dreams,Sylvia Plath,1829267,https://www.goodreads.com/book/show/1829267.Johnny_Panic_and_the_Bible_of_Dreams,0,0,352.0,2008.0,9.0,2.0,3.95,593,101,11,4.02,559641,19964
535,The Colossus and Other Poems,Sylvia Plath,4055564,https://www.goodreads.com/book/show/4055564-the-colossus-and-other-poems,1,0,96.0,2011.0,11.0,23.0,4.19,10391,9,2,4.02,559641,19964
541,Johnny Panic and the Bible of Dreams,Sylvia Plath,586729,https://www.goodreads.com/book/show/586729.Johnny_Panic_and_the_Bible_of_Dreams,0,1,352.0,2001.0,4.0,30.0,3.95,593,106,11,4.02,559641,19964
542,Johnny Panic and the Bible of Dreams,Sylvia Plath,586727,https://www.goodreads.com/book/show/586727.Johnny_Panic_and_the_Bible_of_Dreams,0,0,352.0,2001.0,4.0,9.0,3.95,593,185,12,4.02,559641,19964
552,Ariel,Sylvia Plath,863932,https://www.goodreads.com/book/show/863932.Ariel,0,1,81.0,2001.0,5.0,8.0,4.23,41802,639,52,4.02,559641,19964
553,Ariel: The Restored Edition,Sylvia Plath,863934,https://www.goodreads.com/book/show/863934.Ariel,0,1,224.0,2007.0,4.0,5.0,4.3,2598,352,38,4.02,559641,19964
554,Ariel,Sylvia Plath,863937,https://www.goodreads.com/book/show/863937.Ariel,0,1,81.0,1999.0,10.0,4.0,4.23,41802,115,13,4.02,559641,19964
555,The Colossus and Other Poems,Sylvia Plath,826833,https://www.goodreads.com/book/show/826833.The_Colossus_and_Other_Poems,0,0,84.0,1998.0,5.0,19.0,4.19,10391,138,9,4.02,559641,19964
556,The Collected Poems,Sylvia Plath,2078076,https://www.goodreads.com/book/show/2078076.The_Collected_Poems,0,1,384.0,2008.0,9.0,2.0,4.2,3993,654,53,4.02,559641,19964
559,"Ariel: The Restored Edition: A Facsimile of Plath's Manuscript, Reinstating Her Original Selection and Arrangement",Sylvia Plath,1281459,https://www.goodreads.com/book/show/1281459.Ariel,0,0,211.0,2004.0,11.0,9.0,4.3,2598,265,31,4.02,559641,19964
561,Open the Door: How to Excite Young People about Poetry,Dorothea Lasky,15811697,https://www.goodreads.com/book/show/15811697-open-the-door,0,0,400.0,2013.0,4.0,9.0,4.18,23,30,1,4.13,1530,168
562,Thunderbird,Dorothea Lasky,13447281,https://www.goodreads.com/book/show/13447281-thunderbird,0,1,105.0,2012.0,10.0,2.0,4.09,470,296,27,4.13,1530,168
563,Black Life,Dorothea Lasky,7091797,https://www.goodreads.com/book/show/7091797-black-life,0,1,77.0,2010.0,4.0,1.0,4.27,442,313,31,4.13,1530,168
564,Awe,Dorothea Lasky,1455807,https://www.goodreads.com/book/show/1455807.Awe,0,1,73.0,2007.0,9.0,1.0,4.07,569,464,53,4.13,1530,168
565,VOMIT (Antología de joven poesía norteamericana),Dorothea Lasky,18162761,https://www.goodreads.com/book/show/18162761-vomit,0,0,210.0,2013.0,7.0,13.0,3.86,75,28,3,4.13,1530,168
566,Rome: Poems,Dorothea Lasky,20665605,https://www.goodreads.com/book/show/20665605-rome,0,0,144.0,2014.0,9.0,29.0,3.91,276,204,21,4.13,1530,168
570,Circles of Hell,Dante Alighieri,24874449,https://www.goodreads.com/book/show/24874449-circles-of-hell,0,1,64.0,2015.0,2.0,26.0,3.29,739,399,51,4.02,245444,8093
572,The Inferno: The Definitive Illustrated Edition,Dante Alighieri,27778116,https://www.goodreads.com/book/show/27778116-the-inferno,0,0,192.0,2016.0,7.0,20.0,3.99,94161,2,2,4.02,245444,8093
574,The Divine Comedy,Dante Alighieri,11872363,https://www.goodreads.com/book/show/11872363-the-divine-comedy,1,1,410.0,2011.0,3.0,24.0,4.06,3942,426,6,4.02,245444,8093
575,The Divine Comedy,Dante Alighieri,2764176,https://www.goodreads.com/book/show/2764176-the-divine-comedy,0,1,741.0,2008.0,6.0,1.0,4.06,3942,310,29,4.02,245444,8093
582,"The Divine Comedy: Inferno, Purgatorio, and Paradiso",Dante Alighieri,8665149,https://www.goodreads.com/book/show/8665149-the-divine-comedy,0,0,234.0,2010.0,6.0,18.0,4.06,3942,8,1,4.02,245444,8093
584,"Purgatorio (La Divina Commedia, #2)",Dante Alighieri,36186815,https://www.goodreads.com/book/show/36186815-purgatorio,0,0,634.0,2000.0,11.0,1.0,4.01,14655,1,1,4.02,245444,8093
585,La Divine Comédie,Dante Alighieri,20773713,https://www.goodreads.com/book/show/20773713-la-divine-com-die,0,0,226.0,2014.0,2.0,1.0,4.06,3942,3,1,4.02,245444,8093
587,The Inferno,Dante Alighieri,6553280,https://www.goodreads.com/book/show/6553280-the-inferno,0,0,296.0,2009.0,10.0,6.0,3.99,94161,674,69,4.02,245444,8093
588,"The Divine Comedy: Inferno, Purgatorio, Paradiso",Dante Alighieri,17834848,https://www.goodreads.com/book/show/17834848-the-divine-comedy,0,0,640.0,2013.0,5.0,14.0,4.06,3942,29,2,4.02,245444,8093
591,La Divina Comedia,Dante Alighieri,25770553,https://www.goodreads.com/book/show/25770553-la-divina-comedia,1,0,682.0,2015.0,6.0,1.0,4.06,3942,76,4,4.02,245444,8093
592,"Infierno (La divina comedia, #1)",Dante Alighieri,18210870,https://www.goodreads.com/book/show/18210870-infierno,0,0,440.0,2013.0,8.0,20.0,3.99,94161,10,3,4.02,245444,8093
594,The Divine Comedy,Dante Alighieri,545760,https://www.goodreads.com/book/show/545760.The_Divine_Comedy,0,1,798.0,1995.0,5.0,25.0,4.06,3942,69,3,4.02,245444,8093
602,The Divine Comedy,Dante Alighieri,3656020,https://www.goodreads.com/book/show/3656020-the-divine-comedy,0,1,693.0,2008.0,4.0,25.0,4.06,3942,462,56,4.02,245444,8093
603,Inferno,Dante Alighieri,34380,https://www.goodreads.com/book/show/34380.Inferno,0,0,397.0,2003.0,2.0,4.0,3.99,94161,128,8,4.02,245444,8093
604,The Inferno,Dante Alighieri,34382,https://www.goodreads.com/book/show/34382.The_Inferno,0,0,199.0,1998.0,7.0,20.0,3.99,94161,59,1,4.02,245444,8093
606,Inferno,Dante Alighieri,34385,https://www.goodreads.com/book/show/34385.Inferno,0,1,560.0,2005.0,10.0,25.0,3.99,94133,173,17,4.02,245444,8093
607,The Inferno of Dante Alighieri,Dante Alighieri,765809,https://www.goodreads.com/book/show/765809.The_Inferno_of_Dante_Alighieri,0,0,296.0,2003.0,1.0,9.0,3.99,94133,51,9,4.02,245444,8093
609,"The Divine Comedy, Vol. 2: Purgatory",Dante Alighieri,19173,https://www.goodreads.com/book/show/19173.The_Divine_Comedy_Vol_2,0,1,399.0,1985.0,5.0,30.0,4.01,14651,662,39,4.02,245444,8093
610,"Purgatorio (The Divine Comedy, #2)",Dante Alighieri,19171,https://www.goodreads.com/book/show/19171.Purgatorio,0,1,413.0,2004.0,8.0,3.0,4.01,14651,377,26,4.02,245444,8093
612,La Divina Comedia,Dante Alighieri,28675216,https://www.goodreads.com/book/show/28675216-la-divina-comedia,0,0,382.0,1983.0,1.0,18.0,4.06,3942,1,1,4.02,245444,8093
613,The Portable Dante,Dante Alighieri,17081751,https://www.goodreads.com/book/show/17081751-the-portable-dante,1,0,704.0,2003.0,7.0,1.0,4.22,507,5,1,4.02,245444,8093
615,Inferno,Dante Alighieri,21470819,https://www.goodreads.com/book/show/21470819-inferno,0,0,396.0,2014.0,9.0,1.0,3.99,94133,28,4,4.02,245444,8093
617,Dante's Purgatory,Dante Alighieri,3440878,https://www.goodreads.com/book/show/3440878-dante-s-purgatory,0,0,384.0,1981.0,9.0,1.0,4.01,14651,22,2,4.02,245444,8093
620,El Infierno del Dante,Dante Alighieri,20284329,https://www.goodreads.com/book/show/20284329-el-infierno-del-dante,0,0,74.0,2013.0,9.0,12.0,3.99,94161,12,1,4.02,245444,8093
622,La Divina Commedia: Purgatorio,Dante Alighieri,8951884,https://www.goodreads.com/book/show/8951884-la-divina-commedia,0,0,1130.0,2005.0,3.0,14.0,4.01,14655,46,3,4.02,245444,8093
624,La Divina Commedia: Illustrata da Gustavo Doré,Dante Alighieri,9835122,https://www.goodreads.com/book/show/9835122-la-divina-commedia,0,0,679.0,1958.0,5.0,30.0,4.06,3942,6,2,4.02,245444,8093
625,Inferno: A New Verse Translation,Dante Alighieri,226298,https://www.goodreads.com/book/show/226298.Inferno,0,0,416.0,2003.0,3.0,17.0,3.99,94161,27,5,4.02,245444,8093
626,The Inferno,Dante Alighieri,18110929,https://www.goodreads.com/book/show/18110929-the-inferno,0,1,320.0,2009.0,10.0,6.0,3.99,94161,98,9,4.02,245444,8093
627,"Purgatorio / Läuterungsberg (La Commedia / Die Göttliche Komödie, #2)",Dante Alighieri,17379139,https://www.goodreads.com/book/show/17379139-purgatorio-l-uterungsberg,0,0,690.0,2011.0,4.0,1.0,4.01,14651,5,2,4.02,245444,8093
635,The Divine Comedy,Dante Alighieri,3264932,https://www.goodreads.com/book/show/3264932-the-divine-comedy,0,0,602.0,2007.0,5.0,1.0,4.06,3942,58,7,4.02,245444,8093
636,L'Enfer (La Divine Comédie #1),Dante Alighieri,1646350,https://www.goodreads.com/book/show/1646350.L_Enfer,0,0,378.0,2004.0,11.0,30.0,3.99,94161,46,3,4.02,245444,8093
638,"The Divine Comedy: Inferno, Purgatorio, Paradiso",Dante Alighieri,14289427,https://www.goodreads.com/book/show/14289427-the-divine-comedy,0,1,677.0,2012.0,10.0,4.0,4.06,3942,154,17,4.02,245444,8093
641,La Divina Commedia,Dante Alighieri,9498289,https://www.goodreads.com/book/show/9498289-la-divina-commedia,0,0,664.0,2003.0,3.0,31.0,4.06,3942,170,3,4.02,245444,8093
645,La Divine Comédie : L'Enfer,Dante Alighieri,2081005,https://www.goodreads.com/book/show/2081005.La_Divine_Com_die_,0,0,380.0,1997.0,1.0,21.0,3.99,94161,13,1,4.02,245444,8093
646,The Divine Comedy,Dante Alighieri,28380016,https://www.goodreads.com/book/show/28380016-the-divine-comedy,0,0,676.0,2014.0,10.0,10.0,4.06,3942,2,1,4.02,245444,8093
649,The Inferno,Dante Alighieri,143471,https://www.goodreads.com/book/show/143471.The_Inferno,0,0,256.0,2005.0,8.0,1.0,3.99,94161,41,5,4.02,245444,8093
651,The First Three Circles of Hell,Dante Alighieri,836696,https://www.goodreads.com/book/show/836696.The_First_Three_Circles_of_Hell,0,0,56.0,1996.0,8.0,1.0,3.76,57,29,2,4.02,245444,8093
